Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3323374,Inspired: How To Create Products Customers Love,Marty Cagan,"Cagan, Marty",,"=""0981690408""","=""9780981690407""",0,4.25,SVPG Press,Hardcover,242,2008,2008,,2013/10/23,to-read,to-read (#102),to-read,,,,0,0
866222,Winning,Jack Welch,"Welch, Jack",Suzy Welch,"=""0060753943""","=""9780060753948""",0,3.85,Harper Business,Hardcover,384,2005,2005,,2013/10/23,to-read,to-read (#101),to-read,,,,0,0
15705584,Like a Virgin: Secrets They Won't Teach You at Business School,Richard Branson,"Branson, Richard",,"=""""","=""""",0,3.74,Virgin,Paperback,343,2012,2012,,2013/10/23,to-read,to-read (#100),to-read,,,,0,0
9677225,What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computerindustry,John Markoff,"Markoff, John",,"=""1101201088""","=""9781101201084""",4,3.82,Penguin Group,ebook,336,2005,2005,,2012/03/07,,,read,,,,1,0
816870,Johnny Tremain,Esther Forbes,"Forbes, Esther",Lynd Ward,"=""""","=""""",0,3.68,Yearling,Paperback,322,1987,1943,,2013/06/24,to-read,to-read (#98),to-read,,,,0,0
13533740,Thomas Jefferson: The Art of Power,Jon Meacham,"Meacham, Jon",,"=""1400067669""","=""9781400067664""",0,4.03,Random House,Hardcover,759,2012,2012,,2013/06/17,to-read,to-read (#97),to-read,,,,0,0
16248264,American Gun: A History of the U.S. in Ten Firearms,Chris Kyle,"Kyle, Chris",William Doyle,"=""0062242717""","=""9780062242716""",0,4.04,William Morrow,Hardcover,302,2013,2013,,2013/06/17,to-read,to-read (#96),to-read,,,,0,0
6320534,Under the Dome,Stephen King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.92,Scribner,Hardcover,1074,2009,2009,,2013/06/17,to-read,to-read (#95),to-read,,,,0,0
15843069,The World's Most Dangerous Place: Inside the Outlaw State of Somalia,James Fergusson,"Fergusson, James",,"=""0306821176""","=""9780306821172""",0,3.75,Da Capo Press,Hardcover,432,2013,2013,,2013/06/17,to-read,to-read (#94),to-read,,,,0,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.08,Vintage,Paperback,343,1994,1948,,2013/06/17,to-read,to-read (#93),to-read,,,,0,0
816337,Clemens of the Call: Mark Twain in San Francisco,Mark Twain,"Twain, Mark",,"=""0520013859""","=""9780520013858""",0,4.00,Univ of California Pr,Hardcover,375,1969,1969,,2013/05/27,to-read,to-read (#92),to-read,,,,0,0
2213117,The Blue Zones: Lessons for Living Longer From the People Who've Lived the Longest,Dan Buettner,"Buettner, Dan",,"=""1426202741""","=""9781426202742""",0,4.06,National Geographic,Hardcover,304,2008,2008,,2013/04/27,to-read,to-read (#91),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",5,4.09,Dial Press,Paperback,275,1999,1969,2013/04/20,2012/03/07,,,read,,,,1,0
6005193,Fugue State,Brian Evenson,"Evenson, Brian",Zak Sally,"=""1566892252""","=""9781566892254""",0,3.96,Coffee House Press,Paperback,208,2009,2009,,2013/04/07,to-read,to-read (#90),to-read,,,,0,0
4420281,"Don't Sleep, There Are Snakes: Life and Language in the Amazonian Jungle",Daniel L. Everett,"Everett, Daniel L.",,"=""""","=""""",0,3.95,Pantheon,Hardcover,304,2008,2008,,2013/04/07,to-read,to-read (#89),to-read,,,,0,0
10373933,The Visible Man,Chuck Klosterman,"Klosterman, Chuck",,"=""1439184461""","=""9781439184462""",0,3.73,Scribner,Hardcover,230,2011,2011,,2013/04/07,to-read,to-read (#88),to-read,,,,0,0
21996,The Devil in the White City,Erik Larson,"Larson, Erik",Tony Goldwyn,"=""0739303406""","=""9780739303405""",0,4.00,Random House Audio Publishing Group,Audio Cassette,15,2003,2003,,2013/04/07,to-read,to-read (#87),to-read,,,,0,0
27652,"Accidental Empires: How the Boys of Silicon Valley Make Their Millions, Battle Foreign Competition, and Still Can't Get a Date",Robert X. Cringely,"Cringely, Robert X.",,"=""0887308554""","=""9780887308550""",0,4.03,Harper Business,Paperback,384,1996,1992,,2013/04/07,to-read,to-read (#84),to-read,,,,0,0
4339,Dispatches,Michael Herr,"Herr, Michael",,"=""0679735259""","=""9780679735250""",0,4.22,Vintage,Paperback,260,1991,1977,,2013/04/07,to-read,to-read (#81),to-read,,,,0,0
15766601,The World Until Yesterday: What Can We Learn from Traditional Societies?,Jared Diamond,"Diamond, Jared",,"=""0670024813""","=""9780670024810""",0,3.77,Viking,Hardcover,512,2012,2012,,2013/04/07,to-read,to-read (#82),to-read,,,,0,0
4954,You Shall Know Our Velocity!,Dave Eggers,"Eggers, Dave",,"=""1400033543""","=""9781400033546""",0,3.63,Vintage,Paperback,401,2003,2002,,2013/04/03,to-read,to-read (#80),to-read,,,,0,0
13049773,Simplify: 7 Guiding Principles to Help Anyone Declutter Their Home and Life,Joshua Becker,"Becker, Joshua",,"=""""","=""""",3,3.89,,Kindle Edition,46,2014,2010,2013/04/01,2013/04/01,,,read,,,,1,0
13642707,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0812984412""","=""9780812984415""",5,4.01,Random House Trade Paperbacks,Paperback,515,2012,2004,2013/03/30,2012/11/26,,,read,,,,1,0
581700,A Small Matter of Programming: Perspectives on End User Computing,Bonnie A. Nardi,"Nardi, Bonnie A.",,"=""0262140535""","=""9780262140539""",4,4.24,Mit Pr,Hardcover,178,1993,1993,,2013/01/28,,,read,Definitely a bit dry but overall there is some good info locked in this book. Anyone designing software for humans should probably at least read the chapter summaries.,,,1,0
270747,"Designing Organizations: An Executive Guide to Strategy, Structure, and Process",Jay R. Galbraith,"Galbraith, Jay R.",,"=""0787957453""","=""9780787957452""",0,3.93,Pfeiffer,Hardcover,192,2001,1995,,2013/01/11,to-read,to-read (#78),to-read,,,,0,0
56627,Stumbling on Happiness,Daniel Todd Gilbert,"Gilbert, Daniel Todd",,"=""1400077427""","=""9781400077427""",0,3.82,Vintage,Paperback,263,2007,2006,,2012/12/08,to-read,to-read (#77),to-read,,,,0,0
2363692,Inside Steve's Brain,Leander Kahney,"Kahney, Leander",,"=""1591841984""","=""9781591841982""",0,3.95,Portfolio Hardcover,Hardcover,304,2008,2008,,2012/11/26,to-read,to-read (#75),to-read,,,,0,0
13539154,The Watchers: A Secret History of the Reign of Elizabeth I,Stephen Alford,"Alford, Stephen",,"=""1608190099""","=""9781608190096""",0,3.65,Bloomsbury Press,Hardcover,416,2012,2012,,2012/11/26,to-read,to-read (#74),to-read,,,,0,0
2767,A People's History of the United States,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.07,Harper Perennial,Paperback,729,1995,1980,,2012/11/20,to-read,to-read (#72),to-read,,,,0,0
10552338,"Reamde (Crypto, #2)",Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",0,3.99,William Morrow,Hardcover,1044,2011,2011,,2012/10/31,to-read,to-read (#70),to-read,,,,0,0
69711,A Small Place,Jamaica Kincaid,"Kincaid, Jamaica",,"=""0374527075""","=""9780374527075""",0,4.04,"Farrar, Straus and Giroux",Paperback,81,2000,1988,,2012/10/30,to-read,to-read (#69),to-read,,,,0,0
10634591,The Gourmet Poisoner's Handbook,Sandy Lesberg,"Lesberg, Sandy",,"=""""","=""2940012289759""",0,3.50,Lightfoot Media Group,Nook,0,2011,2011,,2012/10/22,to-read,to-read (#68),to-read,,,,0,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1591842808""","=""9781591842804""",0,4.10,Portfolio,Hardcover,256,2009,2009,,2012/10/07,to-read,to-read (#67),to-read,,,,0,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",0,4.12,,Paperback,243,2000,1973,,2012/10/01,to-read,to-read (#65),to-read,,,,0,0
4485966,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,"Colvin, Geoff",,"=""1591842247""","=""9781591842248""",0,3.93,Portfolio,Hardcover,240,2008,2008,2012/09/17,2012/03/07,,,read,"<br/>      <br/> Not for me. Couldn't get into  the groove, felt like I was reading a report. ",,,1,0
74812,Born on a Blue Day,Daniel Tammet,"Tammet, Daniel",,"=""1416535071""","=""9781416535072""",0,3.84,Free Press,Hardcover,226,2006,2006,,2012/09/16,to-read,to-read (#64),to-read,,,,0,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",0,4.13,Random House,Hardcover,375,2012,2012,,2012/09/16,to-read,to-read (#60),to-read,,,,0,0
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",0,3.88,"Penguin Press HC, The",Hardcover,307,2011,2011,,2012/09/16,to-read,to-read (#59),to-read,,,,0,0
13838750,A Nation of Wusses: How America's Leaders Lost the Guts to Make Us Great,Ed Rendell,"Rendell, Ed",,"=""1118279050""","=""9781118279052""",0,3.54,John Wiley and Sons,Hardcover,256,2012,2012,,2012/09/16,to-read,to-read (#58),to-read,,,,0,0
13482753,The Art of Being Unreasonable: Lessons in Unconventional Thinking,Eli Broad,"Broad, Eli",,"=""111817321X""","=""9781118173213""",0,3.49,Wiley,Hardcover,256,2012,2012,,2012/09/16,to-read,to-read (#57),to-read,,,,0,0
9555284,Academically Adrift: Limited Learning on College Campuses,Richard Arum,"Arum, Richard",Josipa Roksa,"=""0226028569""","=""9780226028569""",0,3.41,University of Chicago Press,Paperback,272,2011,2010,,2012/09/16,to-read,to-read (#56),to-read,,,,0,0
3063393,Pragmatic Thinking and Learning: Refactor Your Wetware,Andy Hunt,"Hunt, Andy",,"=""1934356050""","=""9781934356050""",0,4.13,"Pragmatic Programmers, LLC, The",Paperback,251,2008,2008,,2012/09/13,to-read,to-read (#55),to-read,,,,0,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",0,4.35,Ballantine Books,Mass Market Paperback,466,2015,1965,,2012/09/10,to-read,to-read (#54),to-read,,,,0,0
51877,Capitalism and Freedom,Milton Friedman,"Friedman, Milton",,"=""0226264211""","=""9780226264219""",0,3.91,University of Chicago Press,Paperback,208,2002,1962,,2012/09/09,to-read,to-read (#53),to-read,,,,0,0
10955020,Keynes Hayek: The Clash that Defined Modern Economics,Nicholas Wapshott,"Wapshott, Nicholas",,"=""0393077489""","=""9780393077483""",0,3.91,W.W. Norton & Company,Hardcover,300,2011,2011,,2012/09/09,to-read,to-read (#52),to-read,,,,0,0
344726,The Humane Interface: New Directions for Designing Interactive Systems,Jef Raskin,"Raskin, Jef",,"=""0201379376""","=""9780201379372""",5,4.02,Addison-Wesley Professional,Paperback,233,2000,2000,2012/09/02,2012/07/26,,,read,Every person responsible for creating software needs to read this book.,,,1,1
7318651,As Little Design as Possible,Jonathan Ive,"Ive, Jonathan","Klaus Klemp, Sophie Lovell","=""0714849189""","=""9780714849188""",3,4.39,Phaidon Press,Hardcover,400,2011,2010,2012/08/18,2012/06/08,,,read,"It was a lot more about Dieter Rams than design in general. Still a worthwhile read, but not what I expected.",,,1,0
35100,Battle Cry of Freedom,James M. McPherson,"McPherson, James M.",,"=""019516895X""","=""9780195168952""",0,4.38,Oxford University Press,Paperback,867,2003,1988,,2012/06/08,to-read,to-read (#51),to-read,,,,0,0
13557521,Basic Training,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,3.57,RosettaBooks,Kindle Edition,81,2012,2012,,2012/06/08,,,read,,,,1,0
5048174,2BR02B,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",4,3.95,,Kindle Edition,15,2007,1968,,2012/06/08,,,read,,,,1,0
128529,Tesla: Man Out of Time,Margaret Cheney,"Cheney, Margaret",,"=""0743215362""","=""9780743215367""",5,3.69,Touchstone,Paperback,416,2001,1981,2012/06/02,2012/06/08,,,read,"An excellent, informative view of a misunderstood and underappreciated man.",,,1,0
222146,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,David Kushner,"Kushner, David",,"=""0812972155""","=""9780812972153""",5,4.29,Random House Trade Paperbacks,Paperback,339,2004,2003,2012/03/15,2012/03/07,,,read,,,,1,0
46724,"The American Plague: The Untold Story of Yellow Fever, the Epidemic that Shaped Our History",Molly Caldwell Crosby,"Crosby, Molly Caldwell",,"=""0425212025""","=""9780425212028""",0,3.90,Berkley Hardcover,Hardcover,308,2006,2006,,2012/03/10,to-read,to-read (#50),to-read,,,,0,0
13259270,Free Will,Sam Harris,"Harris, Sam",,"=""1451683405""","=""9781451683400""",0,3.87,Free Press,Paperback,96,2012,2012,,2012/03/09,to-read,to-read (#49),to-read,,,,0,0
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",5,4.33,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2012/03/07,,,read,,,,1,0
706,America (The Book): A Citizen's Guide to Democracy Inaction,Jon   Stewart,"Stewart, Jon","Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms","=""0713998946""","=""9780713998948""",4,4.00,Allen Lane,Hardcover,228,2004,2004,,2012/03/07,,,read,,,,1,0
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",4,4.23,Anchor Books,Paperback,368,1999,1997,,2012/03/07,,,read,,,,1,0
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",0,3.91,Avon,Mass Market Paperback,327,2003,1969,,2012/03/07,to-read,to-read (#48),to-read,,,,0,0
5720,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,"Clancy, Tom",David Dukes,"=""0425170349""","=""9780425170342""",5,4.12,Berkley Books,Mass Market Paperback,912,1999,1998,,2012/03/07,,,read,,,,1,0
14839,Last Man Standing,David Baldacci,"Baldacci, David",,"=""0446611778""","=""9780446611770""",5,4.06,Warners Visions Books,Mass Market Paperback,640,2002,2001,,2012/03/07,,,read,,,,1,0
15159,Absolute Power,David Baldacci,"Baldacci, David",,"=""0330419641""","=""9780330419642""",5,4.19,Pan,Paperback,550,2003,1995,,2012/03/07,,,read,,,,1,0
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",0,3.92,Harmony,ebook,308,2007,2007,,2012/03/07,to-read,to-read (#47),to-read,,,,0,0
35461,"Traitor (Star Wars: The New Jedi Order, #13)",Matthew Woodring Stover,"Stover, Matthew Woodring",,"=""0099410354""","=""9780099410355""",5,4.03,Arrow Books Ltd,Mass Market Paperback,320,2002,2002,,2012/03/07,,,read,,,,1,0
513173,"Ambush at Corellia (Star Wars: The Corellian Trilogy, #1)",Roger MacBride Allen,"Allen, Roger MacBride",,"=""0553298038""","=""9780553298031""",5,3.59,Random House Worlds,Mass Market Paperback,308,1995,1995,,2012/03/07,,,read,,,,1,0
320346,"Balance Point (Star Wars: The New Jedi Order, #6)",Kathy Tyers,"Tyers, Kathy",Michael Cumpsty,"=""009941029X""","=""9780099410294""",5,3.71,Ballantine Publishing Group,Mass Market Paperback,384,2001,2000,,2012/03/07,,,read,,,,1,0
77787,"Specter of the Past (Star Wars: The Hand of Thrawn Duology, #1)",Timothy Zahn,"Zahn, Timothy",,"=""0553298046""","=""9780553298048""",5,4.01,Spectra,Mass Market Paperback,386,1998,1997,,2012/03/07,,,read,,,,1,0
758654,"I, Jedi (Star Wars)",Michael A. Stackpole,"Stackpole, Michael A.",,"=""0553506021""","=""9780553506020""",5,3.99,Transworld Pub,Paperback,464,1999,1998,,2012/03/07,,,read,,,,1,0
424587,"Showdown at Centerpoint (Star Wars: The Corellian Trilogy, #3)",Roger MacBride Allen,"Allen, Roger MacBride",,"=""0553298062""","=""9780553298062""",5,3.60,Random House Worlds,Mass Market Paperback,301,1995,1995,,2012/03/07,,,read,,,,1,0
35448,"Star by Star (Star Wars: The New Jedi Order, #9)",Random House,"House, Random",,"=""0099410389""","=""9780099410386""",5,3.97,Arrow,Paperback,605,2002,2001,,2012/03/07,,,read,,,,1,0
46623,Survivor's Quest (Star Wars),Timothy Zahn,"Zahn, Timothy",,"=""0099472635""","=""9780099472636""",5,3.99,Arrow Books,Paperback,480,2005,2004,,2012/03/07,,,read,,,,1,0
211973,"The Unifying Force (Star Wars: The New Jedi Order, #19)",James Luceno,"Luceno, James",,"=""0345428536""","=""9780345428530""",5,4.00,Del Rey Books,Mass Market Paperback,576,2004,2003,,2012/03/07,,,read,,,,1,0
138350,"Star Wars: Before the Storm (The Black Fleet Crisis, #1)",Michael P. Kube-McDowell,"Kube-McDowell, Michael P.",,"=""0553572733""","=""9780553572735""",5,3.41,Random House Worlds,Mass Market Paperback,309,1996,1996,,2012/03/07,,,read,,,,1,0
5405,"Enemy Lines II: Rebel Stand (Star Wars: The New Jedi Order, #12)",Aaron Allston,"Allston, Aaron",,"=""0345428684""","=""9780345428684""",5,3.86,Random House Worlds,Paperback,367,2002,2002,,2012/03/07,,,read,,,,1,0
35429,"Edge of Victory II: Rebirth (Star Wars: The New Jedi Order, #8)",Greg Keyes,"Keyes, Greg",J. Gregory Keyes,"=""0345446100""","=""9780345446107""",5,3.79,Random House Worlds,Mass Market Paperback,292,2001,2001,,2012/03/07,,,read,,,,1,0
700095,Star Wars: The New Rebellion,Kristine Kathryn Rusch,"Rusch, Kristine Kathryn",,"=""0553574140""","=""9780553574142""",5,3.46,Random House Worlds,Mass Market Paperback,532,1997,1996,,2012/03/07,,,read,,,,1,0
513158,"Assault at Selonia (Star Wars: The Corellian Trilogy, #2)",Roger MacBride Allen,"Allen, Roger MacBride",,"=""0553298054""","=""9780553298055""",5,3.55,Bantam Spectra,Mass Market Paperback,289,2011,1995,,2012/03/07,,,read,,,,1,0
513210,"Star Wars: Darksaber (Star Wars: The Callista Trilogy, #2)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""0553576119""","=""9780553576115""",5,3.42,Bantam Spectra Books,Mass Market Paperback,448,1996,1995,,2012/03/07,,,read,,,,1,0
263012,Star Wars: The Crystal Star,Vonda N. McIntyre,"McIntyre, Vonda N.",,"=""0553571745""","=""9780553571745""",5,3.09,Del Rey,Mass Market Paperback,413,1995,1994,,2012/03/07,,,read,,,,1,0
157984,"Agents of Chaos II: Jedi Eclipse (Star Wars: The New Jedi Order, #5)",James Luceno,"Luceno, James",,"=""0345428595""","=""9780345428592""",5,3.64,Random House Worlds,Mass Market Paperback,348,2000,2000,,2012/03/07,,,read,,,,1,0
264013,"Star Wars: Shield of Lies (The Black Fleet Crisis, #2)",Michael P. Kube-McDowell,"Kube-McDowell, Michael P.",,"=""0553572776""","=""9780553572773""",5,3.41,Random House Worlds,Mass Market Paperback,338,1996,1996,,2012/03/07,,,read,,,,1,0
1203668,"Legacy of the Force: Revelation (Star Wars: Legacy of the Force, #8)",Karen Traviss,"Traviss, Karen",,"=""034547757X""","=""9780345477576""",5,3.98,Random House Worlds,Mass Market Paperback,448,2008,2008,,2012/03/07,,,read,,,,1,0
320370,"Destiny's Way (Star Wars: The New Jedi Order, #14)",Walter Jon Williams,"Williams, Walter Jon",,"=""0099410478""","=""9780099410478""",5,3.85,Random House,Paperback,480,2003,2002,,2012/03/07,,,read,,,,1,0
241103,"Legacy of the Force: Exile (Star Wars: Legacy of the Force, #4)",Aaron Allston,"Allston, Aaron",,"=""0099492059""","=""9780099492054""",5,3.86,Arrow,Paperback,368,2007,2007,,2012/03/07,,,read,,,,1,0
266782,"Dark Journey (Star Wars: The New Jedi Order, #10)",Elaine Cunningham,"Cunningham, Elaine",,"=""009941032X""","=""9780099410324""",5,3.71,Arrow,Paperback,301,2002,2002,,2012/03/07,,,read,,,,1,0
87490,Star Wars: Tatooine Ghost,Troy Denning,"Denning, Troy",,"=""0345456696""","=""9780345456694""",5,3.76,Del Rey,Mass Market Paperback,456,2003,2003,,2012/03/07,,,read,,,,1,0
420983,"Star Wars: Hard Merchandise (Star Wars: The Bounty Hunter Wars, #3)",K.W. Jeter,"Jeter, K.W.",,"=""055357891X""","=""9780553578911""",5,3.65,Random House Worlds,Mass Market Paperback,352,1999,1999,,2012/03/07,,,read,,,,1,0
842591,"Force Heretic III: Reunion (Star Wars: The New Jedi Order, #17)",Sean Williams,"Williams, Sean",Shane Dix,"=""0345428722""","=""9780345428721""",5,3.67,Random House Worlds,Mass Market Paperback,432,2003,2003,,2012/03/07,,,read,,,,1,0
111019,"Rebel Dawn (Star Wars: The Han Solo Trilogy, #3)",A.C. Crispin,"Crispin, A.C.",,"=""0553574175""","=""9780553574173""",5,3.93,Random House Worlds,Mass Market Paperback,389,1998,1998,,2012/03/07,,,read,,,,1,0
977111,"Star Wars: Tyrant's Test (The Black Fleet Crisis, #3)",Michael P. Kube-McDowell,"Kube-McDowell, Michael P.",,"=""055357275X""","=""9780553572759""",5,3.42,Random House Worlds,Mass Market Paperback,366,1997,1996,,2012/03/07,,,read,,,,1,0
261087,"Force Heretic II: Refugee (Star Wars: The New Jedi Order, #16)",Sean Williams,"Williams, Sean",Shane Dix,"=""0345428714""","=""9780345428714""",5,3.64,Del Rey Books,Paperback,416,2003,2003,,2012/03/07,,,read,,,,1,0
35412,"The Swarm War (Star Wars: Dark Nest, #3)",Troy Denning,"Denning, Troy",,"=""0345463056""","=""9780345463050""",5,3.51,Del Rey Books,Mass Market Paperback,357,2005,2005,,2012/03/07,,,read,,,,1,0
555313,"Star Wars: Children of the Jedi (Star Wars: The Callista Trilogy, #1)",Barbara Hambly,"Hambly, Barbara",,"=""0553572938""","=""9780553572933""",5,3.27,Bantam Spectra,Mass Market Paperback,416,1996,1995,,2012/03/07,,,read,,,,1,0
302618,Star Wars: The Truce at Bakura,Kathy Tyers,"Tyers, Kathy",,"=""0553568728""","=""9780553568721""",5,3.44,Spectra/Bantam Books,Mass Market Paperback,341,1994,1994,,2012/03/07,,,read,,,,1,0
513207,"Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""055329802X""","=""9780553298024""",5,3.67,Bantam Spectra Books,Mass Market Paperback,373,1994,1994,,2012/03/07,,,read,,,,1,0
9549,Shadows of the Empire,Steve Perry,"Perry, Steve",,"=""0553574132""","=""9780553574135""",5,3.83,Bantam Spectra,Mass Market Paperback,385,1997,1996,,2012/03/07,,,read,,,,1,0
161540,The Courtship of Princess Leia (Star Wars),Dave Wolverton,"Wolverton, Dave",,"=""""","=""""",5,3.60,Bantam Spectra,Mass Market Paperback,374,1995,1994,,2012/03/07,,,read,,,,1,0
760110,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""0553297988""","=""9780553297980""",5,3.67,Bantam Spectra Books,Mass Market Paperback,355,1994,1994,,2012/03/07,,,read,,,,1,0
216443,"Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)",Timothy Zahn,"Zahn, Timothy",,"=""0553296124""","=""9780553296129""",5,4.16,Bantam Spectra,Mass Market Paperback,404,1992,1991,,2012/03/07,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",5,4.20,Harvest Books,Paperback,311,2005,1966,,2012/03/07,,,read,,,,1,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",0,3.98,HarperCollins EOS,Paperback,334,2006,1959,,2012/03/07,to-read,to-read (#46),to-read,,,,0,0
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.90,Ace Books,Mass Market Paperback,271,1984,1984,,2012/03/07,to-read,to-read (#45),to-read,,,,0,0
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2012/03/07,to-read,to-read (#44),to-read,,,,0,0
141565,This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,"Levitin, Daniel J.",,"=""0525949690""","=""9780525949695""",0,3.88,Dutton Adult,Hardcover,314,2006,2006,,2012/03/07,to-read,to-read (#43),to-read,,,,0,0
1662160,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,"Shubin, Neil",,"=""0375424474""","=""9780375424472""",0,4.03,Pantheon,Hardcover,229,2008,2008,,2012/03/07,to-read,to-read (#41),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.15,Oxford University Press,Paperback,360,2006,1976,,2012/03/07,to-read,to-read (#40),to-read,,,,0,0
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,"Feynman, Richard P.",,"=""0691024170""","=""9780691024172""",0,4.26,Princeton University Press,Paperback,176,1988,1985,,2012/03/07,to-read,to-read (#39),to-read,,,,0,0
22435,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,"Greene, Brian",,"=""0965900584""","=""9780965900584""",3,4.12,Alfred Knopf,Paperback,569,2004,2004,,2012/03/07,,,read,,,,1,0
4405,"American Gospel: God, the Founding Fathers, and the Making of a Nation",Jon Meacham,"Meacham, Jon",,"=""1400065550""","=""9781400065554""",5,3.84,Random House,Hardcover,416,2006,2006,,2012/03/07,,,read,,,,1,0
51364,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,Bart D. Ehrman,"Ehrman, Bart D.",,"=""0060859512""","=""9780060859510""",5,3.92,HarperOne,Paperback,266,2007,2005,,2012/03/07,,,read,,,,1,0
11149,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0060652896""","=""9780060652890""",2,4.26,HarperCollins,Hardcover,224,2001,1942,,2012/03/07,,,read,,,,1,0
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"Hsieh, Tony",,"=""0446563048""","=""9780446563048""",0,4.03,Grand Central Publishing,Hardcover,246,2010,2010,,2012/03/07,to-read,to-read (#38),to-read,,,,0,0
6570502,Switch: How to Change Things When Change Is Hard,Chip Heath,"Heath, Chip",Dan Heath,"=""0385528752""","=""9780385528757""",3,4.03,Crown Business,Hardcover,305,2010,2010,,2012/03/07,,,read,,,,1,0
3860977,How We Decide,Jonah Lehrer,"Lehrer, Jonah",,"=""0618620117""","=""9780618620111""",0,3.84,Houghton Mifflin Company,Hardcover,259,2009,2009,,2012/03/07,to-read,to-read (#37),to-read,,,,0,0
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060920432""","=""9780060920432""",0,4.10,Harper Perennial,Paperback,303,1990,1990,,2012/03/07,to-read,to-read (#36),to-read,,,,0,0
12651,The Social Contract,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",,"=""0143037498""","=""9780143037491""",0,3.78,Penguin,Paperback,168,2006,1762,,2012/03/07,to-read,to-read (#35),to-read,,,,0,0
